dataset,model,alpha,seed,run_kind_warm,subset_key,warmstart_points,iters_to_best_excl_warmstart_warm,reached_best_warm,best_value_run_warm,best_value_dataset_col_warm,file_warm,run_kind_rand,iters_to_best_excl_warmstart_rand,reached_best_rand,best_value_run_rand,best_value_dataset_col_rand,file_rand
P3HT_dataset,BNN,1.0,38,warm,P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec,47,75,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed38__warm__P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec.csv,rand,59,True,1089.12,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed38__rand__P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec.csv
P3HT_dataset,BNN,1.0,38,warm,P3HT_dataset_55__llm_expe_m55_seed38_6cdc21ba14,55,32,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed38__warm__P3HT_dataset_55__llm_expe_m55_seed38_6cdc21ba14.csv,rand,42,True,1089.12,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed38__rand__P3HT_dataset_55__llm_expe_m55_seed38_6cdc21ba14.csv
P3HT_dataset,BNN,1.0,39,warm,P3HT_dataset_27__llm_expe_m27_seed39_83c3f1d0ea,27,67,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed39__warm__P3HT_dataset_27__llm_expe_m27_seed39_83c3f1d0ea.csv,rand,45,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed39__rand__P3HT_dataset_27__llm_expe_m27_seed39_83c3f1d0ea.csv
P3HT_dataset,BNN,1.0,39,warm,P3HT_dataset_58__llm_expe_m58_seed39_e8aae7c345,58,35,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed39__warm__P3HT_dataset_58__llm_expe_m58_seed39_e8aae7c345.csv,rand,40,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed39__rand__P3HT_dataset_58__llm_expe_m58_seed39_e8aae7c345.csv
P3HT_dataset,BNN,1.0,40,warm,P3HT_dataset_45__llm_expe_m45_seed40_15a94671df,45,25,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed40__warm__P3HT_dataset_45__llm_expe_m45_seed40_15a94671df.csv,rand,98,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed40__rand__P3HT_dataset_45__llm_expe_m45_seed40_15a94671df.csv
P3HT_dataset,BNN,1.0,40,warm,P3HT_dataset_67__llm_expe_m67_seed40_484b1275f5,67,18,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed40__warm__P3HT_dataset_67__llm_expe_m67_seed40_484b1275f5.csv,rand,38,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed40__rand__P3HT_dataset_67__llm_expe_m67_seed40_484b1275f5.csv
P3HT_dataset,BNN,1.0,41,warm,P3HT_dataset_51__llm_expe_m51_seed41_292bb5a62a,51,28,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed41__warm__P3HT_dataset_51__llm_expe_m51_seed41_292bb5a62a.csv,rand,23,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed41__rand__P3HT_dataset_51__llm_expe_m51_seed41_292bb5a62a.csv
P3HT_dataset,BNN,1.0,42,warm,P3HT_dataset_30__llm_expe_m30_seed42_564564d575,30,43,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed42__warm__P3HT_dataset_30__llm_expe_m30_seed42_564564d575.csv,rand,78,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed42__rand__P3HT_dataset_30__llm_expe_m30_seed42_564564d575.csv
P3HT_dataset,BNN,1.0,42,warm,P3HT_dataset_45__llm_expe_m45_seed42_d078276825,45,74,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed42__warm__P3HT_dataset_45__llm_expe_m45_seed42_d078276825.csv,rand,62,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed42__rand__P3HT_dataset_45__llm_expe_m45_seed42_d078276825.csv
P3HT_dataset,BNN,1.0,42,warm,P3HT_dataset_49__llm_expe_m49_seed42_b404cb79a1,49,20,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed42__warm__P3HT_dataset_49__llm_expe_m49_seed42_b404cb79a1.csv,rand,65,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed42__rand__P3HT_dataset_49__llm_expe_m49_seed42_b404cb79a1.csv
P3HT_dataset,BNN,1.0,42,warm,P3HT_dataset_50__llm_expe_m50_seed42_76e732355b,50,25,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed42__warm__P3HT_dataset_50__llm_expe_m50_seed42_76e732355b.csv,rand,45,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed42__rand__P3HT_dataset_50__llm_expe_m50_seed42_76e732355b.csv
P3HT_dataset,BNN,1.0,42,warm,P3HT_dataset_54__llm_expe_m54_seed42_431cfb1c05,54,18,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed42__warm__P3HT_dataset_54__llm_expe_m54_seed42_431cfb1c05.csv,rand,75,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed42__rand__P3HT_dataset_54__llm_expe_m54_seed42_431cfb1c05.csv
P3HT_dataset,BNN,1.0,42,warm,P3HT_dataset_60__llm_expe_m60_seed42_f3486a013e,60,31,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed42__warm__P3HT_dataset_60__llm_expe_m60_seed42_f3486a013e.csv,rand,52,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed42__rand__P3HT_dataset_60__llm_expe_m60_seed42_f3486a013e.csv
P3HT_dataset,BNN,1.0,42,warm,P3HT_dataset_61__llm_expe_m61_seed42_b6384d4f51,61,22,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed42__warm__P3HT_dataset_61__llm_expe_m61_seed42_b6384d4f51.csv,rand,48,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed42__rand__P3HT_dataset_61__llm_expe_m61_seed42_b6384d4f51.csv
P3HT_dataset,BNN,1.0,42,warm,P3HT_dataset_62__llm_expe_m62_seed42_a7ff0cd352,62,24,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed42__warm__P3HT_dataset_62__llm_expe_m62_seed42_a7ff0cd352.csv,rand,78,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed42__rand__P3HT_dataset_62__llm_expe_m62_seed42_a7ff0cd352.csv
P3HT_dataset,BNN,1.0,42,warm,P3HT_dataset_68__llm_expe_m68_seed42_7838a00d68,68,18,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\BNN__P3HT_dataset__a1__seed42__warm__P3HT_dataset_68__llm_expe_m68_seed42_7838a00d68.csv,rand,69,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\BNN__P3HT_dataset__a1__seed42__rand__P3HT_dataset_68__llm_expe_m68_seed42_7838a00d68.csv
P3HT_dataset,GPR,0.1,38,warm,P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec,47,40,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed38__warm__P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec.csv,rand,17,True,1089.12,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed38__rand__P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec.csv
P3HT_dataset,GPR,0.1,38,warm,P3HT_dataset_55__llm_expe_m55_seed38_6cdc21ba14,55,34,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed38__warm__P3HT_dataset_55__llm_expe_m55_seed38_6cdc21ba14.csv,rand,17,True,1089.12,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed38__rand__P3HT_dataset_55__llm_expe_m55_seed38_6cdc21ba14.csv
P3HT_dataset,GPR,0.1,39,warm,P3HT_dataset_27__llm_expe_m27_seed39_83c3f1d0ea,27,76,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed39__warm__P3HT_dataset_27__llm_expe_m27_seed39_83c3f1d0ea.csv,rand,38,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed39__rand__P3HT_dataset_27__llm_expe_m27_seed39_83c3f1d0ea.csv
P3HT_dataset,GPR,0.1,39,warm,P3HT_dataset_58__llm_expe_m58_seed39_e8aae7c345,58,26,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed39__warm__P3HT_dataset_58__llm_expe_m58_seed39_e8aae7c345.csv,rand,39,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed39__rand__P3HT_dataset_58__llm_expe_m58_seed39_e8aae7c345.csv
P3HT_dataset,GPR,0.1,40,warm,P3HT_dataset_45__llm_expe_m45_seed40_15a94671df,45,22,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed40__warm__P3HT_dataset_45__llm_expe_m45_seed40_15a94671df.csv,rand,35,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed40__rand__P3HT_dataset_45__llm_expe_m45_seed40_15a94671df.csv
P3HT_dataset,GPR,0.1,40,warm,P3HT_dataset_67__llm_expe_m67_seed40_484b1275f5,67,13,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed40__warm__P3HT_dataset_67__llm_expe_m67_seed40_484b1275f5.csv,rand,38,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed40__rand__P3HT_dataset_67__llm_expe_m67_seed40_484b1275f5.csv
P3HT_dataset,GPR,0.1,41,warm,P3HT_dataset_51__llm_expe_m51_seed41_292bb5a62a,51,53,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed41__warm__P3HT_dataset_51__llm_expe_m51_seed41_292bb5a62a.csv,rand,22,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed41__rand__P3HT_dataset_51__llm_expe_m51_seed41_292bb5a62a.csv
P3HT_dataset,GPR,0.1,42,warm,P3HT_dataset_30__llm_expe_m30_seed42_564564d575,30,63,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__warm__P3HT_dataset_30__llm_expe_m30_seed42_564564d575.csv,rand,55,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__rand__P3HT_dataset_30__llm_expe_m30_seed42_564564d575.csv
P3HT_dataset,GPR,0.1,42,warm,P3HT_dataset_45__llm_expe_m45_seed42_d078276825,45,43,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__warm__P3HT_dataset_45__llm_expe_m45_seed42_d078276825.csv,rand,48,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__rand__P3HT_dataset_45__llm_expe_m45_seed42_d078276825.csv
P3HT_dataset,GPR,0.1,42,warm,P3HT_dataset_49__llm_expe_m49_seed42_b404cb79a1,49,26,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__warm__P3HT_dataset_49__llm_expe_m49_seed42_b404cb79a1.csv,rand,32,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__rand__P3HT_dataset_49__llm_expe_m49_seed42_b404cb79a1.csv
P3HT_dataset,GPR,0.1,42,warm,P3HT_dataset_50__llm_expe_m50_seed42_76e732355b,50,43,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__warm__P3HT_dataset_50__llm_expe_m50_seed42_76e732355b.csv,rand,50,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__rand__P3HT_dataset_50__llm_expe_m50_seed42_76e732355b.csv
P3HT_dataset,GPR,0.1,42,warm,P3HT_dataset_54__llm_expe_m54_seed42_431cfb1c05,54,3,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__warm__P3HT_dataset_54__llm_expe_m54_seed42_431cfb1c05.csv,rand,31,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__rand__P3HT_dataset_54__llm_expe_m54_seed42_431cfb1c05.csv
P3HT_dataset,GPR,0.1,42,warm,P3HT_dataset_60__llm_expe_m60_seed42_f3486a013e,60,23,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__warm__P3HT_dataset_60__llm_expe_m60_seed42_f3486a013e.csv,rand,53,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__rand__P3HT_dataset_60__llm_expe_m60_seed42_f3486a013e.csv
P3HT_dataset,GPR,0.1,42,warm,P3HT_dataset_61__llm_expe_m61_seed42_b6384d4f51,61,18,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__warm__P3HT_dataset_61__llm_expe_m61_seed42_b6384d4f51.csv,rand,52,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__rand__P3HT_dataset_61__llm_expe_m61_seed42_b6384d4f51.csv
P3HT_dataset,GPR,0.1,42,warm,P3HT_dataset_62__llm_expe_m62_seed42_a7ff0cd352,62,5,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__warm__P3HT_dataset_62__llm_expe_m62_seed42_a7ff0cd352.csv,rand,72,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__rand__P3HT_dataset_62__llm_expe_m62_seed42_a7ff0cd352.csv
P3HT_dataset,GPR,0.1,42,warm,P3HT_dataset_68__llm_expe_m68_seed42_7838a00d68,68,15,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__warm__P3HT_dataset_68__llm_expe_m68_seed42_7838a00d68.csv,rand,68,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p1__seed42__rand__P3HT_dataset_68__llm_expe_m68_seed42_7838a00d68.csv
P3HT_dataset,GPR,0.5,38,warm,P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec,47,42,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed38__warm__P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec.csv,rand,17,True,1089.12,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed38__rand__P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec.csv
P3HT_dataset,GPR,0.5,38,warm,P3HT_dataset_55__llm_expe_m55_seed38_6cdc21ba14,55,34,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed38__warm__P3HT_dataset_55__llm_expe_m55_seed38_6cdc21ba14.csv,rand,17,True,1089.12,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed38__rand__P3HT_dataset_55__llm_expe_m55_seed38_6cdc21ba14.csv
P3HT_dataset,GPR,0.5,39,warm,P3HT_dataset_27__llm_expe_m27_seed39_83c3f1d0ea,27,78,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed39__warm__P3HT_dataset_27__llm_expe_m27_seed39_83c3f1d0ea.csv,rand,33,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed39__rand__P3HT_dataset_27__llm_expe_m27_seed39_83c3f1d0ea.csv
P3HT_dataset,GPR,0.5,39,warm,P3HT_dataset_58__llm_expe_m58_seed39_e8aae7c345,58,34,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed39__warm__P3HT_dataset_58__llm_expe_m58_seed39_e8aae7c345.csv,rand,39,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed39__rand__P3HT_dataset_58__llm_expe_m58_seed39_e8aae7c345.csv
P3HT_dataset,GPR,0.5,40,warm,P3HT_dataset_45__llm_expe_m45_seed40_15a94671df,45,20,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed40__warm__P3HT_dataset_45__llm_expe_m45_seed40_15a94671df.csv,rand,35,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed40__rand__P3HT_dataset_45__llm_expe_m45_seed40_15a94671df.csv
P3HT_dataset,GPR,0.5,40,warm,P3HT_dataset_67__llm_expe_m67_seed40_484b1275f5,67,13,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed40__warm__P3HT_dataset_67__llm_expe_m67_seed40_484b1275f5.csv,rand,38,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed40__rand__P3HT_dataset_67__llm_expe_m67_seed40_484b1275f5.csv
P3HT_dataset,GPR,0.5,41,warm,P3HT_dataset_51__llm_expe_m51_seed41_292bb5a62a,51,51,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed41__warm__P3HT_dataset_51__llm_expe_m51_seed41_292bb5a62a.csv,rand,22,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed41__rand__P3HT_dataset_51__llm_expe_m51_seed41_292bb5a62a.csv
P3HT_dataset,GPR,0.5,42,warm,P3HT_dataset_30__llm_expe_m30_seed42_564564d575,30,60,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__warm__P3HT_dataset_30__llm_expe_m30_seed42_564564d575.csv,rand,56,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__rand__P3HT_dataset_30__llm_expe_m30_seed42_564564d575.csv
P3HT_dataset,GPR,0.5,42,warm,P3HT_dataset_45__llm_expe_m45_seed42_d078276825,45,42,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__warm__P3HT_dataset_45__llm_expe_m45_seed42_d078276825.csv,rand,47,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__rand__P3HT_dataset_45__llm_expe_m45_seed42_d078276825.csv
P3HT_dataset,GPR,0.5,42,warm,P3HT_dataset_49__llm_expe_m49_seed42_b404cb79a1,49,26,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__warm__P3HT_dataset_49__llm_expe_m49_seed42_b404cb79a1.csv,rand,32,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__rand__P3HT_dataset_49__llm_expe_m49_seed42_b404cb79a1.csv
P3HT_dataset,GPR,0.5,42,warm,P3HT_dataset_50__llm_expe_m50_seed42_76e732355b,50,43,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__warm__P3HT_dataset_50__llm_expe_m50_seed42_76e732355b.csv,rand,50,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__rand__P3HT_dataset_50__llm_expe_m50_seed42_76e732355b.csv
P3HT_dataset,GPR,0.5,42,warm,P3HT_dataset_54__llm_expe_m54_seed42_431cfb1c05,54,3,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__warm__P3HT_dataset_54__llm_expe_m54_seed42_431cfb1c05.csv,rand,33,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__rand__P3HT_dataset_54__llm_expe_m54_seed42_431cfb1c05.csv
P3HT_dataset,GPR,0.5,42,warm,P3HT_dataset_60__llm_expe_m60_seed42_f3486a013e,60,22,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__warm__P3HT_dataset_60__llm_expe_m60_seed42_f3486a013e.csv,rand,52,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__rand__P3HT_dataset_60__llm_expe_m60_seed42_f3486a013e.csv
P3HT_dataset,GPR,0.5,42,warm,P3HT_dataset_61__llm_expe_m61_seed42_b6384d4f51,61,19,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__warm__P3HT_dataset_61__llm_expe_m61_seed42_b6384d4f51.csv,rand,52,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__rand__P3HT_dataset_61__llm_expe_m61_seed42_b6384d4f51.csv
P3HT_dataset,GPR,0.5,42,warm,P3HT_dataset_62__llm_expe_m62_seed42_a7ff0cd352,62,5,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__warm__P3HT_dataset_62__llm_expe_m62_seed42_a7ff0cd352.csv,rand,73,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__rand__P3HT_dataset_62__llm_expe_m62_seed42_a7ff0cd352.csv
P3HT_dataset,GPR,0.5,42,warm,P3HT_dataset_68__llm_expe_m68_seed42_7838a00d68,68,15,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__warm__P3HT_dataset_68__llm_expe_m68_seed42_7838a00d68.csv,rand,70,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a0p5__seed42__rand__P3HT_dataset_68__llm_expe_m68_seed42_7838a00d68.csv
P3HT_dataset,GPR,1.0,38,warm,P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec,47,42,True,1243.67,1243.67,al_trajectory_data_all\P3HT_dataset\ML_warmstart_from_LLMsubsets\GPR__P3HT_dataset__a1__seed38__warm__P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec.csv,rand,17,True,1089.12,1243.67,al_trajectory_data_all\P3HT_dataset\ML_random_matched_to_LLMsubsets\GPR__P3HT_dataset__a1__seed38__rand__P3HT_dataset_47__llm_expe_m47_seed38_dd7d233eec.csv
