dataset,model,alpha,seed,run_kind,subset_key,warmstart_points,iters_to_best_excl_warmstart,reached_best,best_value_run,best_value_dataset_col,file
Perovskite_dataset,RFR,1.0,41,warm,Perovskite_dataset_43__ll_m43_seed41_a6d23bf3df,43,71,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed41__warm__Perovskite_dataset_43__ll_m43_seed41_a6d23bf3df.csv
Perovskite_dataset,RFR,1.0,41,warm,Perovskite_dataset_60__ll_m60_seed41_31cb2d8dfb,60,46,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed41__warm__Perovskite_dataset_60__ll_m60_seed41_31cb2d8dfb.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_10__ll_m10_seed42_386b1a1f3e,10,63,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_10__ll_m10_seed42_386b1a1f3e.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_11__ll_m11_seed42_75e5824763,11,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_11__ll_m11_seed42_75e5824763.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_18__ll_m18_seed42_19a160dc0f,18,68,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_18__ll_m18_seed42_19a160dc0f.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_22__ll_m22_seed42_c492239846,22,27,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_22__ll_m22_seed42_c492239846.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_23__ll_m23_seed42_12d74258aa,23,22,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_23__ll_m23_seed42_12d74258aa.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_23__ll_m23_seed42_e6fbcf17d4,23,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_23__ll_m23_seed42_e6fbcf17d4.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_26__ll_m26_seed42_5361dc75b9,26,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_26__ll_m26_seed42_5361dc75b9.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_26__ll_m26_seed42_8e69c08813,26,31,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_26__ll_m26_seed42_8e69c08813.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_29__ll_m29_seed42_7ff4eb832f,29,18,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_29__ll_m29_seed42_7ff4eb832f.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_42__ll_m42_seed42_31670d2b90,42,47,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_42__ll_m42_seed42_31670d2b90.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_43__ll_m43_seed42_6b5cde986a,43,37,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_43__ll_m43_seed42_6b5cde986a.csv
Perovskite_dataset,RFR,1.0,42,warm,Perovskite_dataset_45__ll_m45_seed42_9941a9f277,45,36,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\RFR__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_45__ll_m45_seed42_9941a9f277.csv
Perovskite_dataset,XGB,0.1,38,warm,Perovskite_dataset_26__ll_m26_seed38_1e130bb62f,26,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed38__warm__Perovskite_dataset_26__ll_m26_seed38_1e130bb62f.csv
Perovskite_dataset,XGB,0.1,38,warm,Perovskite_dataset_54__ll_m54_seed38_e920ec2c70,54,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed38__warm__Perovskite_dataset_54__ll_m54_seed38_e920ec2c70.csv
Perovskite_dataset,XGB,0.1,39,warm,Perovskite_dataset_15__ll_m15_seed39_41df802e75,15,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed39__warm__Perovskite_dataset_15__ll_m15_seed39_41df802e75.csv
Perovskite_dataset,XGB,0.1,39,warm,Perovskite_dataset_73__ll_m73_seed39_238dde19a9,73,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed39__warm__Perovskite_dataset_73__ll_m73_seed39_238dde19a9.csv
Perovskite_dataset,XGB,0.1,40,warm,Perovskite_dataset_27__ll_m27_seed40_94a361c832,27,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed40__warm__Perovskite_dataset_27__ll_m27_seed40_94a361c832.csv
Perovskite_dataset,XGB,0.1,40,warm,Perovskite_dataset_29__ll_m29_seed40_cb0b7677d7,29,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed40__warm__Perovskite_dataset_29__ll_m29_seed40_cb0b7677d7.csv
Perovskite_dataset,XGB,0.1,41,warm,Perovskite_dataset_43__ll_m43_seed41_a6d23bf3df,43,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed41__warm__Perovskite_dataset_43__ll_m43_seed41_a6d23bf3df.csv
Perovskite_dataset,XGB,0.1,41,warm,Perovskite_dataset_60__ll_m60_seed41_31cb2d8dfb,60,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed41__warm__Perovskite_dataset_60__ll_m60_seed41_31cb2d8dfb.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_10__ll_m10_seed42_386b1a1f3e,10,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_10__ll_m10_seed42_386b1a1f3e.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_11__ll_m11_seed42_75e5824763,11,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_11__ll_m11_seed42_75e5824763.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_18__ll_m18_seed42_19a160dc0f,18,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_18__ll_m18_seed42_19a160dc0f.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_22__ll_m22_seed42_c492239846,22,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_22__ll_m22_seed42_c492239846.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_23__ll_m23_seed42_12d74258aa,23,12,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_23__ll_m23_seed42_12d74258aa.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_23__ll_m23_seed42_e6fbcf17d4,23,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_23__ll_m23_seed42_e6fbcf17d4.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_26__ll_m26_seed42_5361dc75b9,26,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_26__ll_m26_seed42_5361dc75b9.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_26__ll_m26_seed42_8e69c08813,26,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_26__ll_m26_seed42_8e69c08813.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_29__ll_m29_seed42_7ff4eb832f,29,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_29__ll_m29_seed42_7ff4eb832f.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_42__ll_m42_seed42_31670d2b90,42,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_42__ll_m42_seed42_31670d2b90.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_43__ll_m43_seed42_6b5cde986a,43,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_43__ll_m43_seed42_6b5cde986a.csv
Perovskite_dataset,XGB,0.1,42,warm,Perovskite_dataset_45__ll_m45_seed42_9941a9f277,45,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p1__seed42__warm__Perovskite_dataset_45__ll_m45_seed42_9941a9f277.csv
Perovskite_dataset,XGB,0.5,38,warm,Perovskite_dataset_26__ll_m26_seed38_1e130bb62f,26,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed38__warm__Perovskite_dataset_26__ll_m26_seed38_1e130bb62f.csv
Perovskite_dataset,XGB,0.5,38,warm,Perovskite_dataset_54__ll_m54_seed38_e920ec2c70,54,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed38__warm__Perovskite_dataset_54__ll_m54_seed38_e920ec2c70.csv
Perovskite_dataset,XGB,0.5,39,warm,Perovskite_dataset_15__ll_m15_seed39_41df802e75,15,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed39__warm__Perovskite_dataset_15__ll_m15_seed39_41df802e75.csv
Perovskite_dataset,XGB,0.5,39,warm,Perovskite_dataset_73__ll_m73_seed39_238dde19a9,73,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed39__warm__Perovskite_dataset_73__ll_m73_seed39_238dde19a9.csv
Perovskite_dataset,XGB,0.5,40,warm,Perovskite_dataset_27__ll_m27_seed40_94a361c832,27,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed40__warm__Perovskite_dataset_27__ll_m27_seed40_94a361c832.csv
Perovskite_dataset,XGB,0.5,40,warm,Perovskite_dataset_29__ll_m29_seed40_cb0b7677d7,29,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed40__warm__Perovskite_dataset_29__ll_m29_seed40_cb0b7677d7.csv
Perovskite_dataset,XGB,0.5,41,warm,Perovskite_dataset_43__ll_m43_seed41_a6d23bf3df,43,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed41__warm__Perovskite_dataset_43__ll_m43_seed41_a6d23bf3df.csv
Perovskite_dataset,XGB,0.5,41,warm,Perovskite_dataset_60__ll_m60_seed41_31cb2d8dfb,60,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed41__warm__Perovskite_dataset_60__ll_m60_seed41_31cb2d8dfb.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_10__ll_m10_seed42_386b1a1f3e,10,3,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_10__ll_m10_seed42_386b1a1f3e.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_11__ll_m11_seed42_75e5824763,11,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_11__ll_m11_seed42_75e5824763.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_18__ll_m18_seed42_19a160dc0f,18,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_18__ll_m18_seed42_19a160dc0f.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_22__ll_m22_seed42_c492239846,22,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_22__ll_m22_seed42_c492239846.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_23__ll_m23_seed42_12d74258aa,23,3,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_23__ll_m23_seed42_12d74258aa.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_23__ll_m23_seed42_e6fbcf17d4,23,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_23__ll_m23_seed42_e6fbcf17d4.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_26__ll_m26_seed42_5361dc75b9,26,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_26__ll_m26_seed42_5361dc75b9.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_26__ll_m26_seed42_8e69c08813,26,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_26__ll_m26_seed42_8e69c08813.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_29__ll_m29_seed42_7ff4eb832f,29,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_29__ll_m29_seed42_7ff4eb832f.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_42__ll_m42_seed42_31670d2b90,42,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_42__ll_m42_seed42_31670d2b90.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_43__ll_m43_seed42_6b5cde986a,43,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_43__ll_m43_seed42_6b5cde986a.csv
Perovskite_dataset,XGB,0.5,42,warm,Perovskite_dataset_45__ll_m45_seed42_9941a9f277,45,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a0p5__seed42__warm__Perovskite_dataset_45__ll_m45_seed42_9941a9f277.csv
Perovskite_dataset,XGB,1.0,38,warm,Perovskite_dataset_26__ll_m26_seed38_1e130bb62f,26,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed38__warm__Perovskite_dataset_26__ll_m26_seed38_1e130bb62f.csv
Perovskite_dataset,XGB,1.0,38,warm,Perovskite_dataset_54__ll_m54_seed38_e920ec2c70,54,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed38__warm__Perovskite_dataset_54__ll_m54_seed38_e920ec2c70.csv
Perovskite_dataset,XGB,1.0,39,warm,Perovskite_dataset_15__ll_m15_seed39_41df802e75,15,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed39__warm__Perovskite_dataset_15__ll_m15_seed39_41df802e75.csv
Perovskite_dataset,XGB,1.0,39,warm,Perovskite_dataset_73__ll_m73_seed39_238dde19a9,73,3,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed39__warm__Perovskite_dataset_73__ll_m73_seed39_238dde19a9.csv
Perovskite_dataset,XGB,1.0,40,warm,Perovskite_dataset_27__ll_m27_seed40_94a361c832,27,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed40__warm__Perovskite_dataset_27__ll_m27_seed40_94a361c832.csv
Perovskite_dataset,XGB,1.0,40,warm,Perovskite_dataset_29__ll_m29_seed40_cb0b7677d7,29,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed40__warm__Perovskite_dataset_29__ll_m29_seed40_cb0b7677d7.csv
Perovskite_dataset,XGB,1.0,41,warm,Perovskite_dataset_43__ll_m43_seed41_a6d23bf3df,43,5,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed41__warm__Perovskite_dataset_43__ll_m43_seed41_a6d23bf3df.csv
Perovskite_dataset,XGB,1.0,41,warm,Perovskite_dataset_60__ll_m60_seed41_31cb2d8dfb,60,3,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed41__warm__Perovskite_dataset_60__ll_m60_seed41_31cb2d8dfb.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_10__ll_m10_seed42_386b1a1f3e,10,4,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_10__ll_m10_seed42_386b1a1f3e.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_11__ll_m11_seed42_75e5824763,11,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_11__ll_m11_seed42_75e5824763.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_18__ll_m18_seed42_19a160dc0f,18,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_18__ll_m18_seed42_19a160dc0f.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_22__ll_m22_seed42_c492239846,22,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_22__ll_m22_seed42_c492239846.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_23__ll_m23_seed42_12d74258aa,23,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_23__ll_m23_seed42_12d74258aa.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_23__ll_m23_seed42_e6fbcf17d4,23,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_23__ll_m23_seed42_e6fbcf17d4.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_26__ll_m26_seed42_5361dc75b9,26,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_26__ll_m26_seed42_5361dc75b9.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_26__ll_m26_seed42_8e69c08813,26,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_26__ll_m26_seed42_8e69c08813.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_29__ll_m29_seed42_7ff4eb832f,29,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_29__ll_m29_seed42_7ff4eb832f.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_42__ll_m42_seed42_31670d2b90,42,1,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_42__ll_m42_seed42_31670d2b90.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_43__ll_m43_seed42_6b5cde986a,43,4,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_43__ll_m43_seed42_6b5cde986a.csv
Perovskite_dataset,XGB,1.0,42,warm,Perovskite_dataset_45__ll_m45_seed42_9941a9f277,45,2,True,23707.0,23707.0,al_trajectory_data_all\Perovskite_dataset\ML_warmstart_from_LLMsubsets\XGB__Perovskite_dataset__a1__seed42__warm__Perovskite_dataset_45__ll_m45_seed42_9941a9f277.csv
matbench_steels (composition),BNN,0.1,38,rand,matbench_steels_170__llm__m170_seed38_3f37f23ff1,170,1,True,2487.3,2510.3,al_trajectory_data_all\matbench_steels (composition)\ML_random_matched_to_LLMsubsets\BNN__matbench_steels (composition)__a0p1__seed38__rand__matbench_steels_170__llm__m170_seed38_3f37f23ff1.csv
matbench_steels (composition),BNN,0.1,38,rand,matbench_steels_54__llm_e_m54_seed38_edb32ac78e,54,13,True,2510.3,2510.3,al_trajectory_data_all\matbench_steels (composition)\ML_random_matched_to_LLMsubsets\BNN__matbench_steels (composition)__a0p1__seed38__rand__matbench_steels_54__llm_e_m54_seed38_edb32ac78e.csv
matbench_steels (composition),BNN,0.1,39,rand,matbench_steels_2__llm_ex_m2_seed39_e6b0b07450,2,25,True,2510.3,2510.3,al_trajectory_data_all\matbench_steels (composition)\ML_random_matched_to_LLMsubsets\BNN__matbench_steels (composition)__a0p1__seed39__rand__matbench_steels_2__llm_ex_m2_seed39_e6b0b07450.csv
matbench_steels (composition),BNN,0.1,39,rand,matbench_steels_83__llm_e_m83_seed39_4d92f83792,83,3,True,2501.1,2510.3,al_trajectory_data_all\matbench_steels (composition)\ML_random_matched_to_LLMsubsets\BNN__matbench_steels (composition)__a0p1__seed39__rand__matbench_steels_83__llm_e_m83_seed39_4d92f83792.csv
matbench_steels (composition),BNN,0.1,40,rand,matbench_steels_158__llm__m158_seed40_2edac14743,158,14,True,2510.3,2510.3,al_trajectory_data_all\matbench_steels (composition)\ML_random_matched_to_LLMsubsets\BNN__matbench_steels (composition)__a0p1__seed40__rand__matbench_steels_158__llm__m158_seed40_2edac14743.csv
matbench_steels (composition),BNN,0.1,40,rand,matbench_steels_8__llm_ex_m8_seed40_7950a871f7,8,24,True,2510.3,2510.3,al_trajectory_data_all\matbench_steels (composition)\ML_random_matched_to_LLMsubsets\BNN__matbench_steels (composition)__a0p1__seed40__rand__matbench_steels_8__llm_ex_m8_seed40_7950a871f7.csv
matbench_steels (composition),BNN,0.1,41,rand,matbench_steels_130__llm__m130_seed41_a07a00f9f6,130,10,True,2510.3,2510.3,al_trajectory_data_all\matbench_steels (composition)\ML_random_matched_to_LLMsubsets\BNN__matbench_steels (composition)__a0p1__seed41__rand__matbench_steels_130__llm__m130_seed41_a07a00f9f6.csv
matbench_steels (composition),BNN,0.1,41,rand,matbench_steels_13__llm_e_m13_seed41_26346c45ee,13,11,True,2510.3,2510.3,al_trajectory_data_all\matbench_steels (composition)\ML_random_matched_to_LLMsubsets\BNN__matbench_steels (composition)__a0p1__seed41__rand__matbench_steels_13__llm_e_m13_seed41_26346c45ee.csv
matbench_steels (composition),BNN,0.1,42,rand,matbench_steels_110__llm__m110_seed42_6a93007538,110,12,True,2510.3,2510.3,al_trajectory_data_all\matbench_steels (composition)\ML_random_matched_to_LLMsubsets\BNN__matbench_steels (composition)__a0p1__seed42__rand__matbench_steels_110__llm__m110_seed42_6a93007538.csv
matbench_steels (composition),BNN,0.1,42,rand,matbench_steels_119__llm__m119_seed42_1940f9b50b,119,8,True,2510.3,2510.3,al_trajectory_data_all\matbench_steels (composition)\ML_random_matched_to_LLMsubsets\BNN__matbench_steels (composition)__a0p1__seed42__rand__matbench_steels_119__llm__m119_seed42_1940f9b50b.csv
